                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    253,                  2.359,                 2.6734,                 2.5168,                 3.0084,                0.59537,                0.62598,                0.65478,                0.34749,                0.59119,                 0.7116,                0.68741,                0.37489,                 1.7654,                 2.4155,                 1.8414,                 2.6276,             0.00083853,             0.00083853,             0.00083853
                    254,                 2.2558,                 2.6127,                 2.4071,                 2.9898,                0.59537,                0.62598,                0.65478,                0.34749,                0.59119,                 0.7116,                0.68741,                0.37489,                 1.7654,                 2.4155,                 1.8414,                 2.6276,             0.00083523,             0.00083523,             0.00083523
                    255,                 2.2273,                 2.5972,                 2.3259,                 2.9304,                0.59537,                0.62598,                0.65478,                0.34749,                0.59119,                 0.7116,                0.68741,                0.37489,                 1.7654,                 2.4155,                 1.8414,                 2.6276,             0.00083193,             0.00083193,             0.00083193
                    256,                 2.1806,                 2.6547,                 2.3079,                 2.8869,                0.67688,                0.62674,                0.66503,                0.35207,                0.69656,                0.64902,                0.69855,                0.36839,                 1.7724,                 2.4416,                  1.819,                 2.6256,             0.00082863,             0.00082863,             0.00082863
                    257,                 2.2494,                 2.5173,                 2.3647,                 2.9347,                0.67688,                0.62674,                0.66503,                0.35207,                0.69656,                0.64902,                0.69855,                0.36839,                 1.7724,                 2.4416,                  1.819,                 2.6256,             0.00082533,             0.00082533,             0.00082533
                    258,                 2.2213,                 2.7571,                 2.2908,                 2.9378,                0.67688,                0.62674,                0.66503,                0.35207,                0.69656,                0.64902,                0.69855,                0.36839,                 1.7724,                 2.4416,                  1.819,                 2.6256,             0.00082203,             0.00082203,             0.00082203
                    259,                 2.2704,                 2.7047,                 2.4285,                 2.9727,                0.55781,                0.58825,                0.65566,                0.32091,                0.60031,                0.60864,                0.68658,                0.35304,                 1.8197,                 2.4917,                 1.8919,                 2.6542,             0.00081873,             0.00081873,             0.00081873
                    260,                 2.2205,                 2.5656,                 2.2742,                 2.9183,                0.55781,                0.58825,                0.65566,                0.32091,                0.60031,                0.60864,                0.68658,                0.35304,                 1.8197,                 2.4917,                 1.8919,                 2.6542,             0.00081543,             0.00081543,             0.00081543
                    261,                 2.2079,                 2.4456,                 2.3429,                 2.9332,                0.55781,                0.58825,                0.65566,                0.32091,                0.60031,                0.60864,                0.68658,                0.35304,                 1.8197,                 2.4917,                 1.8919,                 2.6542,             0.00081213,             0.00081213,             0.00081213
                    262,                 2.3497,                 2.5646,                 2.5487,                  2.999,                0.58363,                0.58296,                0.66046,                0.31707,                0.64062,                0.57046,                0.69461,                0.35351,                 1.8372,                 2.5011,                 1.9062,                 2.6591,             0.00080883,             0.00080883,             0.00080883
                    263,                  2.419,                  2.541,                  2.575,                 3.0627,                0.58363,                0.58296,                0.66046,                0.31707,                0.64062,                0.57046,                0.69461,                0.35351,                 1.8372,                 2.5011,                 1.9062,                 2.6591,             0.00080553,             0.00080553,             0.00080553
                    264,                 2.3265,                 2.6981,                  2.479,                 3.0413,                0.58363,                0.58296,                0.66046,                0.31707,                0.64062,                0.57046,                0.69461,                0.35351,                 1.8372,                 2.5011,                 1.9062,                 2.6591,             0.00080223,             0.00080223,             0.00080223
                    265,                 2.2468,                 2.3665,                 2.4249,                 2.9039,                0.46316,                0.72651,                 0.6182,                0.26638,                0.50253,                0.68454,                0.66806,                0.32712,                 1.9161,                 2.5051,                 2.0305,                 2.6972,             0.00079893,             0.00079893,             0.00079893
                    266,                 2.2157,                 2.6609,                 2.2594,                 2.9085,                0.46316,                0.72651,                 0.6182,                0.26638,                0.50253,                0.68454,                0.66806,                0.32712,                 1.9161,                 2.5051,                 2.0305,                 2.6972,             0.00079563,             0.00079563,             0.00079563
                    267,                 2.3015,                 2.6147,                 2.5763,                 3.0059,                0.46316,                0.72651,                 0.6182,                0.26638,                0.50253,                0.68454,                0.66806,                0.32712,                 1.9161,                 2.5051,                 2.0305,                 2.6972,             0.00079233,             0.00079233,             0.00079233
                    268,                 2.1842,                 2.7142,                   2.41,                 2.8778,                 0.5822,                0.67573,                0.65246,                0.27945,                0.59406,                  0.689,                0.67431,                0.33962,                 1.9024,                 2.4861,                 2.0334,                 2.6672,             0.00078902,             0.00078902,             0.00078902
                    269,                 2.1788,                  2.579,                 2.4423,                 2.9229,                 0.5822,                0.67573,                0.65246,                0.27945,                0.59406,                  0.689,                0.67431,                0.33962,                 1.9024,                 2.4861,                 2.0334,                 2.6672,             0.00078572,             0.00078572,             0.00078572
                    270,                 2.1086,                 2.4355,                 2.3019,                 2.8982,                 0.5822,                0.67573,                0.65246,                0.27945,                0.59406,                  0.689,                0.67431,                0.33962,                 1.9024,                 2.4861,                 2.0334,                 2.6672,             0.00078242,             0.00078242,             0.00078242
                    271,                 2.2686,                 2.6818,                 2.5568,                 2.9779,                 0.5785,                0.71152,                0.71913,                0.34204,                 0.5785,                0.71152,                0.71879,                0.37536,                 1.8382,                 2.4623,                 1.8697,                 2.6396,             0.00077912,             0.00077912,             0.00077912
                    272,                 2.0643,                  2.399,                 2.2186,                 2.7882,                 0.5785,                0.71152,                0.71913,                0.34204,                 0.5785,                0.71152,                0.71879,                0.37536,                 1.8382,                 2.4623,                 1.8697,                 2.6396,             0.00077582,             0.00077582,             0.00077582
                    273,                 2.2612,                 2.9706,                 2.5183,                 2.8875,                 0.5785,                0.71152,                0.71913,                0.34204,                 0.5785,                0.71152,                0.71879,                0.37536,                 1.8382,                 2.4623,                 1.8697,                 2.6396,             0.00077252,             0.00077252,             0.00077252
                    274,                  2.114,                 2.7067,                 2.2559,                 2.8313,                0.60027,                0.69374,                0.72263,                0.36594,                0.60598,                0.70267,                0.72968,                0.36749,                 1.7922,                 2.4293,                 1.8255,                 2.6477,             0.00076922,             0.00076922,             0.00076922
                    275,                 2.1654,                 2.3306,                 2.3582,                 2.8638,                0.60027,                0.69374,                0.72263,                0.36594,                0.60598,                0.70267,                0.72968,                0.36749,                 1.7922,                 2.4293,                 1.8255,                 2.6477,             0.00076592,             0.00076592,             0.00076592
                    276,                 2.1647,                 2.7259,                 2.3113,                 2.8744,                0.60027,                0.69374,                0.72263,                0.36594,                0.60598,                0.70267,                0.72968,                0.36749,                 1.7922,                 2.4293,                 1.8255,                 2.6477,             0.00076262,             0.00076262,             0.00076262
                    277,                 2.2481,                 2.6671,                 2.4678,                 2.8833,                0.57639,                0.64531,                0.71159,                0.34824,                 0.6057,                0.61755,                 0.7151,                0.33817,                 1.7853,                 2.4218,                 1.9546,                 2.6753,             0.00075932,             0.00075932,             0.00075932
                    278,                 2.2378,                  2.841,                 2.4563,                 3.0118,                0.57639,                0.64531,                0.71159,                0.34824,                 0.6057,                0.61755,                 0.7151,                0.33817,                 1.7853,                 2.4218,                 1.9546,                 2.6753,             0.00075602,             0.00075602,             0.00075602
                    279,                 2.2771,                 2.6491,                 2.5929,                 3.0019,                0.57639,                0.64531,                0.71159,                0.34824,                 0.6057,                0.61755,                 0.7151,                0.33817,                 1.7853,                 2.4218,                 1.9546,                 2.6753,             0.00075272,             0.00075272,             0.00075272
                    280,                  2.142,                 2.5957,                   2.37,                   2.85,                0.57314,                0.68963,                0.69945,                 0.3409,                0.56526,                0.66633,                0.69013,                0.33176,                 1.7998,                 2.4431,                 1.9631,                 2.6879,             0.00074942,             0.00074942,             0.00074942
                    281,                 2.1661,                 2.5344,                 2.4143,                  2.888,                0.57314,                0.68963,                0.69945,                 0.3409,                0.56526,                0.66633,                0.69013,                0.33176,                 1.7998,                 2.4431,                 1.9631,                 2.6879,             0.00074612,             0.00074612,             0.00074612
                    282,                 2.3584,                 2.6073,                 2.7291,                 3.1064,                0.64382,                0.66719,                0.74975,                0.38412,                 0.6421,                0.67162,                0.75599,                 0.3778,                 1.7499,                  2.401,                 1.7861,                 2.6178,             0.00074282,             0.00074282,             0.00074282
                    283,                 2.2662,                 2.7011,                 2.5145,                 3.0018,                0.64382,                0.66719,                0.74975,                0.38412,                 0.6421,                0.67162,                0.75599,                 0.3778,                 1.7499,                  2.401,                 1.7861,                 2.6178,             0.00073951,             0.00073951,             0.00073951
                    284,                 2.2032,                 2.5956,                 2.3997,                 2.9606,                0.64382,                0.66719,                0.74975,                0.38412,                 0.6421,                0.67162,                0.75599,                 0.3778,                 1.7499,                  2.401,                 1.7861,                 2.6178,             0.00073621,             0.00073621,             0.00073621
                    285,                 2.2513,                  2.597,                 2.3726,                 2.9008,                0.70583,                0.66209,                0.75326,                0.38352,                0.71194,                0.66651,                0.76149,                0.41716,                 1.7505,                 2.3734,                 1.7561,                 2.5924,             0.00073291,             0.00073291,             0.00073291
                    286,                 2.2689,                 2.5723,                 2.4564,                 2.8935,                0.70583,                0.66209,                0.75326,                0.38352,                0.71194,                0.66651,                0.76149,                0.41716,                 1.7505,                 2.3734,                 1.7561,                 2.5924,             0.00072961,             0.00072961,             0.00072961
                    287,                 2.2706,                 2.4617,                  2.385,                 2.9164,                0.70583,                0.66209,                0.75326,                0.38352,                0.71194,                0.66651,                0.76149,                0.41716,                 1.7505,                 2.3734,                 1.7561,                 2.5924,             0.00072631,             0.00072631,             0.00072631
                    288,                 2.1265,                 2.6371,                 2.2951,                 2.8161,                0.80247,                 0.6359,                0.76521,                0.37281,                0.76249,                 0.6536,                0.77456,                0.42741,                 1.7921,                 2.4176,                 1.8062,                 2.5971,             0.00072301,             0.00072301,             0.00072301
                    289,                 2.1766,                 2.6436,                 2.3382,                 2.8764,                0.80247,                 0.6359,                0.76521,                0.37281,                0.76249,                 0.6536,                0.77456,                0.42741,                 1.7921,                 2.4176,                 1.8062,                 2.5971,             0.00071971,             0.00071971,             0.00071971
                    290,                 2.1485,                 2.6247,                 2.2384,                 2.8991,                0.80247,                 0.6359,                0.76521,                0.37281,                0.76249,                 0.6536,                0.77456,                0.42741,                 1.7921,                 2.4176,                 1.8062,                 2.5971,             0.00071641,             0.00071641,             0.00071641
                    291,                 2.3457,                 2.5234,                 2.3383,                 2.9355,                0.69593,                 0.7647,                0.79644,                0.39102,                0.69593,                 0.7647,                0.80436,                0.44137,                 1.8119,                 2.4379,                 1.8294,                 2.6114,             0.00071311,             0.00071311,             0.00071311
                    292,                 2.2792,                  2.578,                 2.4214,                  2.904,                0.69593,                 0.7647,                0.79644,                0.39102,                0.69593,                 0.7647,                0.80436,                0.44137,                 1.8119,                 2.4379,                 1.8294,                 2.6114,             0.00070981,             0.00070981,             0.00070981
                    293,                 2.1996,                 2.4335,                 2.3757,                 2.9024,                0.69593,                 0.7647,                0.79644,                0.39102,                0.69593,                 0.7647,                0.80436,                0.44137,                 1.8119,                 2.4379,                 1.8294,                 2.6114,             0.00070651,             0.00070651,             0.00070651
                    294,                 2.1161,                 2.3771,                  2.182,                 2.8629,                0.75993,                0.67232,                0.80313,                0.40199,                0.77551,                0.68568,                0.81867,                 0.4526,                 1.7702,                 2.4133,                 1.7908,                   2.59,             0.00070321,             0.00070321,             0.00070321
                    295,                 2.2022,                 2.6051,                 2.1318,                  2.848,                0.75993,                0.67232,                0.80313,                0.40199,                0.77551,                0.68568,                0.81867,                 0.4526,                 1.7702,                 2.4133,                 1.7908,                   2.59,             0.00069991,             0.00069991,             0.00069991
                    296,                 2.2971,                 2.7907,                 2.4489,                  2.948,                0.75993,                0.67232,                0.80313,                0.40199,                0.77551,                0.68568,                0.81867,                 0.4526,                 1.7702,                 2.4133,                 1.7908,                   2.59,             0.00069661,             0.00069661,             0.00069661
                    297,                 2.1275,                 2.4468,                 2.2833,                 2.8408,                0.74818,                0.73317,                0.78025,                0.40493,                0.78588,                0.75996,                0.81603,                0.45455,                 1.7246,                 2.3787,                 1.7606,                 2.5695,             0.00069331,             0.00069331,             0.00069331
                    298,                 2.1978,                 2.6369,                 2.4777,                 2.8821,                0.74818,                0.73317,                0.78025,                0.40493,                0.78588,                0.75996,                0.81603,                0.45455,                 1.7246,                 2.3787,                 1.7606,                 2.5695,                0.00069,                0.00069,                0.00069
                    299,                 2.3217,                 2.3653,                 2.3832,                 2.9105,                0.74818,                0.73317,                0.78025,                0.40493,                0.78588,                0.75996,                0.81603,                0.45455,                 1.7246,                 2.3787,                 1.7606,                 2.5695,              0.0006867,              0.0006867,              0.0006867
                    300,                 2.1894,                 2.4123,                 2.2729,                 2.8699,                0.74573,                0.69575,                0.78848,                0.40793,                0.77889,                0.72191,                0.82344,                0.45376,                 1.7133,                 2.3399,                  1.716,                 2.5638,              0.0006834,              0.0006834,              0.0006834
                    301,                  2.099,                 2.4928,                 2.0628,                 2.7997,                0.74573,                0.69575,                0.78848,                0.40793,                0.77889,                0.72191,                0.82344,                0.45376,                 1.7133,                 2.3399,                  1.716,                 2.5638,              0.0006801,              0.0006801,              0.0006801
                    302,                 2.1016,                 2.8471,                 2.3028,                 2.7911,                0.74573,                0.69575,                0.78848,                0.40793,                0.77889,                0.72191,                0.82344,                0.45376,                 1.7133,                 2.3399,                  1.716,                 2.5638,              0.0006768,              0.0006768,              0.0006768
                    303,                 2.1085,                  2.326,                 2.3247,                 2.8367,                0.72274,                0.65771,                0.76034,                0.41532,                0.68772,                0.72604,                0.78538,                0.42639,                 1.6765,                 2.3638,                 1.6974,                 2.5377,              0.0006735,              0.0006735,              0.0006735
                    304,                 2.2048,                  2.486,                 2.2524,                  2.871,                0.72274,                0.65771,                0.76034,                0.41532,                0.68772,                0.72604,                0.78538,                0.42639,                 1.6765,                 2.3638,                 1.6974,                 2.5377,              0.0006702,              0.0006702,              0.0006702
                    305,                 2.2094,                 2.4652,                 2.2051,                 2.8453,                0.72274,                0.65771,                0.76034,                0.41532,                0.68772,                0.72604,                0.78538,                0.42639,                 1.6765,                 2.3638,                 1.6974,                 2.5377,              0.0006669,              0.0006669,              0.0006669
                    306,                 2.2088,                 2.6039,                 2.2488,                 2.9268,                0.65689,                0.66751,                0.74989,                0.41494,                0.66918,                0.70235,                  0.767,                0.41242,                 1.6634,                 2.3937,                 1.7051,                 2.5373,              0.0006636,              0.0006636,              0.0006636
                    307,                 2.1258,                 2.6048,                 2.3301,                 2.8388,                0.65689,                0.66751,                0.74989,                0.41494,                0.66918,                0.70235,                  0.767,                0.41242,                 1.6634,                 2.3937,                 1.7051,                 2.5373,              0.0006603,              0.0006603,              0.0006603
                    308,                 2.1127,                 2.5348,                 2.1372,                 2.7767,                0.65689,                0.66751,                0.74989,                0.41494,                0.66918,                0.70235,                  0.767,                0.41242,                 1.6634,                 2.3937,                 1.7051,                 2.5373,               0.000657,               0.000657,               0.000657
                    309,                 2.2195,                 2.4064,                  2.288,                 2.8713,                0.64535,                0.67776,                0.76089,                0.42172,                 0.6226,                0.75103,                0.77335,                0.41688,                 1.6388,                 2.3868,                  1.666,                 2.5113,              0.0006537,              0.0006537,              0.0006537
                    310,                 2.2154,                 2.5688,                 2.5015,                 2.9222,                0.64535,                0.67776,                0.76089,                0.42172,                 0.6226,                0.75103,                0.77335,                0.41688,                 1.6388,                 2.3868,                  1.666,                 2.5113,              0.0006504,              0.0006504,              0.0006504
                    311,                 2.1592,                 2.4101,                 2.3512,                 2.9108,                0.64535,                0.67776,                0.76089,                0.42172,                 0.6226,                0.75103,                0.77335,                0.41688,                 1.6388,                 2.3868,                  1.666,                 2.5113,              0.0006471,              0.0006471,              0.0006471
                    312,                 2.0725,                  2.513,                  2.197,                 2.7999,                0.68287,                0.66893,                0.75386,                0.41662,                0.67118,                0.68876,                0.77078,                0.41865,                  1.632,                 2.4019,                 1.6644,                  2.519,              0.0006438,              0.0006438,              0.0006438
                    313,                 2.1197,                 2.4005,                 2.1792,                 2.7658,                0.68287,                0.66893,                0.75386,                0.41662,                0.67118,                0.68876,                0.77078,                0.41865,                  1.632,                 2.4019,                 1.6644,                  2.519,             0.00064049,             0.00064049,             0.00064049
                    314,                 2.1639,                  2.496,                 2.3686,                 2.7968,                0.74716,                0.68721,                0.78204,                0.43022,                0.75217,                0.70455,                0.79294,                0.44519,                  1.634,                 2.3417,                 1.6272,                 2.5075,             0.00063719,             0.00063719,             0.00063719
                    315,                 2.1669,                 2.6366,                 2.3608,                 2.8577,                0.74716,                0.68721,                0.78204,                0.43022,                0.75217,                0.70455,                0.79294,                0.44519,                  1.634,                 2.3417,                 1.6272,                 2.5075,             0.00063389,             0.00063389,             0.00063389
                    316,                 2.0588,                 2.4917,                 2.1838,                 2.8008,                0.74716,                0.68721,                0.78204,                0.43022,                0.75217,                0.70455,                0.79294,                0.44519,                  1.634,                 2.3417,                 1.6272,                 2.5075,             0.00063059,             0.00063059,             0.00063059
                    317,                 2.0699,                   2.45,                 2.3241,                 2.7105,                0.77924,                0.66672,                0.80232,                0.43774,                0.77477,                0.66697,                0.80742,                 0.4486,                   1.67,                 2.3066,                 1.6481,                 2.5148,             0.00062729,             0.00062729,             0.00062729
                    318,                 2.0416,                  2.312,                 2.1431,                 2.7181,                0.77924,                0.66672,                0.80232,                0.43774,                0.77477,                0.66697,                0.80742,                 0.4486,                   1.67,                 2.3066,                 1.6481,                 2.5148,             0.00062399,             0.00062399,             0.00062399
                    319,                 2.1497,                 2.4749,                 2.3031,                   2.85,                0.77924,                0.66672,                0.80232,                0.43774,                0.77477,                0.66697,                0.80742,                 0.4486,                   1.67,                 2.3066,                 1.6481,                 2.5148,             0.00062069,             0.00062069,             0.00062069
                    320,                 2.0745,                 2.4828,                 2.1847,                 2.7942,                0.79853,                0.68883,                0.81779,                 0.4484,                0.76108,                0.72882,                0.82488,                0.47995,                 1.6753,                 2.2534,                 1.6467,                  2.513,             0.00061739,             0.00061739,             0.00061739
                    321,                 2.0996,                  2.597,                 2.1999,                 2.7921,                0.79853,                0.68883,                0.81779,                 0.4484,                0.76108,                0.72882,                0.82488,                0.47995,                 1.6753,                 2.2534,                 1.6467,                  2.513,             0.00061409,             0.00061409,             0.00061409
                    322,                 2.1191,                 2.3853,                 2.1767,                 2.8172,                0.79853,                0.68883,                0.81779,                 0.4484,                0.76108,                0.72882,                0.82488,                0.47995,                 1.6753,                 2.2534,                 1.6467,                  2.513,             0.00061079,             0.00061079,             0.00061079
                    323,                 2.0732,                 2.3514,                   2.12,                  2.745,                0.75091,                0.75602,                0.82617,                0.46789,                0.75035,                0.75652,                0.83059,                0.50138,                 1.6584,                  2.199,                 1.6091,                 2.4882,             0.00060749,             0.00060749,             0.00060749
                    324,                 2.0353,                 2.3393,                 2.1122,                 2.6801,                0.75091,                0.75602,                0.82617,                0.46789,                0.75035,                0.75652,                0.83059,                0.50138,                 1.6584,                  2.199,                 1.6091,                 2.4882,             0.00060419,             0.00060419,             0.00060419
                    325,                 2.1384,                 2.3399,                 2.1384,                 2.8069,                0.75091,                0.75602,                0.82617,                0.46789,                0.75035,                0.75652,                0.83059,                0.50138,                 1.6584,                  2.199,                 1.6091,                 2.4882,             0.00060089,             0.00060089,             0.00060089
                    326,                 2.1699,                 2.6722,                 2.2181,                 2.8188,                0.73716,                0.77281,                0.82652,                0.46866,                0.73716,                0.77281,                0.83015,                0.50044,                 1.6151,                 2.1934,                   1.61,                 2.4612,             0.00059759,             0.00059759,             0.00059759
                    327,                 2.0019,                 2.2987,                 2.0897,                 2.7415,                0.73716,                0.77281,                0.82652,                0.46866,                0.73716,                0.77281,                0.83015,                0.50044,                 1.6151,                 2.1934,                   1.61,                 2.4612,             0.00059429,             0.00059429,             0.00059429
                    328,                 2.2179,                 2.3349,                 2.1984,                 2.8347,                0.73716,                0.77281,                0.82652,                0.46866,                0.73716,                0.77281,                0.83015,                0.50044,                 1.6151,                 2.1934,                   1.61,                 2.4612,             0.00059098,             0.00059098,             0.00059098
                    329,                 2.1698,                 2.2806,                 2.2536,                 2.8411,                0.70531,                0.75253,                0.82111,                0.46288,                0.73075,                0.71587,                0.83022,                0.47933,                 1.6018,                 2.1613,                 1.5941,                 2.4777,             0.00058768,             0.00058768,             0.00058768
                    330,                  2.183,                 2.3838,                 2.2532,                 2.8031,                0.70531,                0.75253,                0.82111,                0.46288,                0.73075,                0.71587,                0.83022,                0.47933,                 1.6018,                 2.1613,                 1.5941,                 2.4777,             0.00058438,             0.00058438,             0.00058438
                    331,                 2.0478,                 2.3417,                 2.1498,                 2.7532,                0.70531,                0.75253,                0.82111,                0.46288,                0.73075,                0.71587,                0.83022,                0.47933,                 1.6018,                 2.1613,                 1.5941,                 2.4777,             0.00058108,             0.00058108,             0.00058108
                    332,                 2.0403,                 2.3067,                 2.0878,                 2.7232,                0.76835,                0.68481,                 0.8106,                0.43928,                0.76835,                0.68481,                0.81465,                0.46213,                 1.6073,                 2.1751,                 1.6023,                 2.4877,             0.00057778,             0.00057778,             0.00057778
                    333,                 2.1701,                 2.3639,                 2.2167,                 2.8496,                0.76835,                0.68481,                 0.8106,                0.43928,                0.76835,                0.68481,                0.81465,                0.46213,                 1.6073,                 2.1751,                 1.6023,                 2.4877,             0.00057448,             0.00057448,             0.00057448
                    334,                 2.0641,                 2.3367,                 2.2303,                 2.8001,                0.76835,                0.68481,                 0.8106,                0.43928,                0.76835,                0.68481,                0.81465,                0.46213,                 1.6073,                 2.1751,                 1.6023,                 2.4877,             0.00057118,             0.00057118,             0.00057118
                    335,                 2.0468,                  2.506,                  2.052,                 2.7717,                0.63838,                0.76944,                0.79409,                 0.4343,                0.63838,                0.76944,                0.79768,                0.44247,                 1.6017,                  2.195,                 1.6052,                 2.4905,             0.00056788,             0.00056788,             0.00056788
                    336,                 2.0577,                  2.428,                 2.1033,                 2.6935,                0.63838,                0.76944,                0.79409,                 0.4343,                0.63838,                0.76944,                0.79768,                0.44247,                 1.6017,                  2.195,                 1.6052,                 2.4905,             0.00056458,             0.00056458,             0.00056458
                    337,                 2.0519,                 2.4042,                 2.1681,                 2.7337,                0.63838,                0.76944,                0.79409,                 0.4343,                0.63838,                0.76944,                0.79768,                0.44247,                 1.6017,                  2.195,                 1.6052,                 2.4905,             0.00056128,             0.00056128,             0.00056128
                    338,                 2.0276,                 2.4185,                 2.1001,                 2.6928,                0.76874,                0.70427,                0.82687,                0.44302,                0.76874,                0.70427,                0.83147,                0.45924,                 1.5866,                 2.2218,                  1.599,                 2.4632,             0.00055798,             0.00055798,             0.00055798
                    339,                 1.9807,                 2.4716,                 2.1032,                 2.7247,                0.76874,                0.70427,                0.82687,                0.44302,                0.76874,                0.70427,                0.83147,                0.45924,                 1.5866,                 2.2218,                  1.599,                 2.4632,             0.00055468,             0.00055468,             0.00055468
                    340,                 2.0787,                 2.4876,                 2.0051,                  2.765,                0.76874,                0.70427,                0.82687,                0.44302,                0.76874,                0.70427,                0.83147,                0.45924,                 1.5866,                 2.2218,                  1.599,                 2.4632,             0.00055138,             0.00055138,             0.00055138
                    341,                 2.0872,                 2.4787,                 2.0152,                 2.7141,                0.76694,                0.72969,                0.83841,                0.45313,                 0.7729,                0.73412,                0.85303,                0.49767,                 1.6199,                 2.2385,                 1.5847,                 2.4678,             0.00054808,             0.00054808,             0.00054808
                    342,                 2.0067,                 2.5326,                  2.057,                 2.7464,                0.76694,                0.72969,                0.83841,                0.45313,                 0.7729,                0.73412,                0.85303,                0.49767,                 1.6199,                 2.2385,                 1.5847,                 2.4678,             0.00054478,             0.00054478,             0.00054478
                    343,                 1.9956,                 2.2908,                 2.0622,                 2.6829,                0.76694,                0.72969,                0.83841,                0.45313,                 0.7729,                0.73412,                0.85303,                0.49767,                 1.6199,                 2.2385,                 1.5847,                 2.4678,             0.00054147,             0.00054147,             0.00054147
                    344,                 2.1584,                  2.371,                 2.3095,                 2.8458,                0.70069,                0.82277,                 0.8317,                 0.4161,                0.71116,                0.82948,                0.85785,                 0.4918,                 1.7188,                 2.2244,                 1.6626,                 2.5304,             0.00053817,             0.00053817,             0.00053817
                    345,                 2.0979,                 2.4062,                 2.2244,                 2.7898,                0.70069,                0.82277,                 0.8317,                 0.4161,                0.71116,                0.82948,                0.85785,                 0.4918,                 1.7188,                 2.2244,                 1.6626,                 2.5304,             0.00053487,             0.00053487,             0.00053487
                    346,                 2.0224,                 2.4923,                  2.174,                  2.789,                 0.7032,                0.78737,                0.82112,                0.40426,                0.72577,                0.80507,                0.85695,                 0.4831,                 1.7145,                 2.2206,                 1.6527,                   2.54,             0.00053157,             0.00053157,             0.00053157
